"movieId,""title"",""genres""";
"228,""Destiny Turns on the Radio (1995)"",""Comedy""";
"229,""Death and the Maiden (1994)"",""Drama|Thriller""";
"230,""Dolores Claiborne (1995)"",""Drama|Thriller""";
"231,""Dumb & Dumber (Dumb and Dumber) (1994)"",""Adventure|Comedy""";
"232,""Eat Drink Man Woman (Yin shi nan nu) (1994)"",""Comedy|Drama|Romance""";
"233,""Exotica (1994)"",""Drama""";
"234,""Exit to Eden (1994)"",""Comedy""";
"235,""Ed Wood (1994)"",""Comedy|Drama""";
"236,""French Kiss (1995)"",""Action|Comedy|Romance""";
"237,""Forget Paris (1995)"",""Comedy|Romance""";
"238,""Far From Home: The Adventures of Yellow Dog (1995)"",""Adventure|Children""";
"239,""Goofy Movie, A (1995)"",""Animation|Children|Comedy|Romance""";
"240,""Hideaway (1995)"",""Thriller""";
"241,""Fluke (1995)"",""Children|Drama""";
"242,""Farinelli: il castrato (1994)"",""Drama|Musical""";
"243,""Gordy (1995)"",""Children|Comedy|Fantasy""";
"244,""Gumby: The Movie (1995)"",""Animation|Children""";
"245,""Glass Shield, The (1994)"",""Crime|Drama""";
"246,""Hoop Dreams (1994)"",""Documentary""";
"247,""Heavenly Creatures (1994)"",""Crime|Drama""";
"248,""Houseguest (1994)"",""Comedy""";
"249,""Immortal Beloved (1994)"",""Drama|Romance""";
"250,""Heavyweights (Heavy Weights) (1995)"",""Children|Comedy""";
"251,""Hunted, The (1995)"",""Action""";
"252,""I.Q. (1994)"",""Comedy|Romance""";
"253,""Interview with the Vampire: The Vampire Chronicles (1994)"",""Drama|Horror""";
"254,""Jefferson in Paris (1995)"",""Drama""";
"255,""Jerky Boys, The (1995)"",""Comedy""";
"256,""Junior (1994)"",""Comedy|Sci-Fi""";
"257,""Just Cause (1995)"",""Mystery|Thriller""";
"258,""Kid in King Arthur's Court, A (1995)"",""Adventure|Children|Comedy|Fantasy|Romance""";
"259,""Kiss of Death (1995)"",""Crime|Drama|Thriller""";
"260,""Star Wars: Episode IV - A New Hope (1977)"",""Action|Adventure|Sci-Fi""";
"261,""Little Women (1994)"",""Drama""";
"262,""Little Princess, A (1995)"",""Children|Drama""";
"263,""Ladybird Ladybird (1994)"",""Drama""";
"264,""Enfer, L' (1994)"",""Drama""";
"265,""Like Water for Chocolate (Como agua para chocolate) (1992)"",""Drama|Fantasy|Romance""";
"266,""Legends of the Fall (1994)"",""Drama|Romance|War|Western""";
"267,""Major Payne (1995)"",""Comedy""";
"268,""Little Odessa (1994)"",""Crime|Drama""";
"269,""My Crazy Life (Mi vida loca) (1993)"",""Drama""";
"270,""Love Affair (1994)"",""Drama|Romance""";
"271,""Losing Isaiah (1995)"",""Drama""";
"272,""Madness of King George, The (1994)"",""Comedy|Drama""";
"273,""Mary Shelley's Frankenstein (Frankenstein) (1994)"",""Drama|Horror|Sci-Fi""";
"274,""Man of the House (1995)"",""Comedy""";
"275,""Mixed Nuts (1994)"",""Comedy""";
"276,""Milk Money (1994)"",""Comedy|Romance""";
"277,""Miracle on 34th Street (1994)"",""Drama""";
"278,""Miami Rhapsody (1995)"",""Comedy""";
"279,""My Family (1995)"",""Drama""";
"280,""Murder in the First (1995)"",""Drama|Thriller""";
"281,""Nobody's Fool (1994)"",""Comedy|Drama|Romance""";
"282,""Nell (1994)"",""Drama""";
"283,""New Jersey Drive (1995)"",""Crime|Drama""";
"284,""New York Cop (Nyû Yôku no koppu) (1993)"",""Action|Crime""";
"285,""Beyond Bedlam (1993)"",""Drama|Horror""";
"286,""Nemesis 2: Nebula (1995)"",""Action|Sci-Fi|Thriller""";
"287,""Nina Takes a Lover (1994)"",""Comedy|Romance""";
"288,""Natural Born Killers (1994)"",""Action|Crime|Thriller""";
"289,""Only You (1994)"",""Comedy|Romance""";
"290,""Once Were Warriors (1994)"",""Crime|Drama""";
"291,""Poison Ivy II (1996)"",""Drama|Thriller""";
"292,""Outbreak (1995)"",""Action|Drama|Sci-Fi|Thriller""";
"293,""Léon: The Professional (a.k.a. The Professional) (Léon) (1994)"",""Action|Crime|Drama|Thriller""";
"294,""Perez Family, The (1995)"",""Comedy|Romance""";
"295,""Pyromaniac's Love Story, A (1995)"",""Comedy|Romance""";
"296,""Pulp Fiction (1994)"",""Comedy|Crime|Drama|Thriller""";
"297,""Panther (1995)"",""Drama""";
"298,""Pushing Hands (Tui shou) (1992)"",""Drama""";
"299,""Priest (1994)"",""Drama""";
"300,""Quiz Show (1994)"",""Drama""";
"301,""Picture Bride (Bijo photo) (1994)"",""Drama|Romance""";
"302,""Queen Margot (Reine Margot, La) (1994)"",""Drama|Romance""";
"303,""Quick and the Dead, The (1995)"",""Action|Thriller|Western""";
"304,""Roommates (1995)"",""Comedy|Drama""";
"305,""Ready to Wear (Pret-A-Porter) (1994)"",""Comedy""";
"306,""Three Colors: Red (Trois couleurs: Rouge) (1994)"",""Drama""";
"307,""Three Colors: Blue (Trois couleurs: Bleu) (1993)"",""Drama""";
"308,""Three Colors: White (Trzy kolory: Bialy) (1994)"",""Comedy|Drama""";
"309,""Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)"",""Drama""";
"310,""Rent-a-Kid (1995)"",""Comedy""";
"311,""Relative Fear (1994)"",""Horror|Thriller""";
"312,""Stuart Saves His Family (1995)"",""Comedy""";
"313,""Swan Princess, The (1994)"",""Animation|Children""";
"314,""Secret of Roan Inish, The (1994)"",""Children|Drama|Fantasy|Mystery""";
"315,""Specialist, The (1994)"",""Action|Drama|Thriller""";
"316,""Stargate (1994)"",""Action|Adventure|Sci-Fi""";
"317,""Santa Clause, The (1994)"",""Comedy|Drama|Fantasy""";
"318,""Shawshank Redemption, The (1994)"",""Crime|Drama""";
"319,""Shallow Grave (1994)"",""Comedy|Drama|Thriller""";
"320,""Suture (1993)"",""Film-Noir|Thriller""";
"321,""Strawberry and Chocolate (Fresa y chocolate) (1993)"",""Drama""";
"322,""Swimming with Sharks (1995)"",""Comedy|Drama""";
"324,""Sum of Us, The (1994)"",""Comedy|Drama""";
"325,""National Lampoon's Senior Trip (1995)"",""Comedy""";
"326,""To Live (Huozhe) (1994)"",""Drama""";
"327,""Tank Girl (1995)"",""Action|Comedy|Sci-Fi""";
"328,""Tales from the Crypt Presents: Demon Knight (1995)"",""Horror|Thriller""";
"329,""Star Trek: Generations (1994)"",""Adventure|Drama|Sci-Fi""";
"330,""Tales from the Hood (1995)"",""Action|Crime|Horror""";
"331,""Tom & Viv (1994)"",""Drama""";
"332,""Village of the Damned (1995)"",""Horror|Sci-Fi""";
"333,""Tommy Boy (1995)"",""Comedy""";
"334,""Vanya on 42nd Street (1994)"",""Drama""";
"335,""Underneath (1995)"",""Mystery|Thriller""";
"336,""Walking Dead, The (1995)"",""Drama|War""";
"337,""What's Eating Gilbert Grape (1993)"",""Drama""";
"338,""Virtuosity (1995)"",""Action|Sci-Fi|Thriller""";
"339,""While You Were Sleeping (1995)"",""Comedy|Romance""";
"340,""War, The (1994)"",""Adventure|Drama|War""";
"341,""Double Happiness (1994)"",""Drama""";
"342,""Muriel's Wedding (1994)"",""Comedy""";
"343,""Baby-Sitters Club, The (1995)"",""Children""";
"344,""Ace Ventura: Pet Detective (1994)"",""Comedy""";
"345,""Adventures of Priscilla, Queen of the Desert, The (1994)"",""Comedy|Drama""";
"346,""Backbeat (1993)"",""Drama|Musical""";
"347,""Bitter Moon (1992)"",""Drama|Film-Noir|Romance""";
"348,""Bullets Over Broadway (1994)"",""Comedy""";
"349,""Clear and Present Danger (1994)"",""Action|Crime|Drama|Thriller""";
"350,""Client, The (1994)"",""Drama|Mystery|Thriller""";
"351,""Corrina, Corrina (1994)"",""Comedy|Drama|Romance""";
"352,""Crooklyn (1994)"",""Comedy|Drama""";
"353,""Crow, The (1994)"",""Action|Crime|Fantasy|Thriller""";
"354,""Cobb (1994)"",""Drama""";
"355,""Flintstones, The (1994)"",""Children|Comedy|Fantasy""";
"356,""Forrest Gump (1994)"",""Comedy|Drama|Romance|War""";
"357,""Four Weddings and a Funeral (1994)"",""Comedy|Romance""";
"358,""Higher Learning (1995)"",""Drama""";
"359,""I Like It Like That (1994)"",""Comedy|Drama|Romance""";
"360,""I Love Trouble (1994)"",""Action|Comedy""";
"361,""It Could Happen to You (1994)"",""Comedy|Drama|Romance""";
"362,""Jungle Book, The (1994)"",""Adventure|Children|Romance""";
"363,""Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"",""Documentary""";
"364,""Lion King, The (1994)"",""Adventure|Animation|Children|Drama|Musical|IMAX""";
"365,""Little Buddha (1993)"",""Drama""";
"366,""Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"",""Drama|Horror|Mystery|Thriller""";
"367,""Mask, The (1994)"",""Action|Comedy|Crime|Fantasy""";
"368,""Maverick (1994)"",""Adventure|Comedy|Western""";
"369,""Mrs. Parker and the Vicious Circle (1994)"",""Drama""";
"370,""Naked Gun 33 1/3: The Final Insult (1994)"",""Action|Comedy""";
"371,""Paper, The (1994)"",""Comedy|Drama""";
"372,""Reality Bites (1994)"",""Comedy|Drama|Romance""";
"373,""Red Rock West (1992)"",""Thriller""";
"374,""Richie Rich (1994)"",""Children|Comedy""";
"375,""Safe Passage (1994)"",""Drama""";
"376,""River Wild, The (1994)"",""Action|Thriller""";
"377,""Speed (1994)"",""Action|Romance|Thriller""";
"378,""Speechless (1994)"",""Comedy|Romance""";
"379,""Timecop (1994)"",""Action|Sci-Fi|Thriller""";
"380,""True Lies (1994)"",""Action|Adventure|Comedy|Romance|Thriller""";
"381,""When a Man Loves a Woman (1994)"",""Drama|Romance""";
"382,""Wolf (1994)"",""Drama|Horror|Romance|Thriller""";
"383,""Wyatt Earp (1994)"",""Western""";
"384,""Bad Company (1995)"",""Action|Crime|Drama""";
"385,""Man of No Importance, A (1994)"",""Drama""";
"386,""S.F.W. (1994)"",""Drama""";
"387,""Low Down Dirty Shame, A (1994)"",""Action|Comedy""";
"388,""Boys Life (1995)"",""Drama""";
"389,""Colonel Chabert, Le (1994)"",""Drama|Romance|War""";
"390,""Faster Pussycat! Kill! Kill! (1965)"",""Action|Crime|Drama""";
"391,""Jason's Lyric (1994)"",""Crime|Drama""";
"392,""Secret Adventures of Tom Thumb, The (1993)"",""Adventure|Animation""";
"393,""Street Fighter (1994)"",""Action|Adventure|Fantasy""";
"394,""Coldblooded (1995)"",""Comedy""";
"395,""Desert Winds (1995)"",""Drama|Fantasy|Romance""";
"396,""Fall Time (1995)"",""Drama""";
"397,""Fear, The (1995)"",""Horror""";
"398,""Frank and Ollie (1995)"",""Documentary""";
"399,""Girl in the Cadillac (1995)"",""Drama""";
"400,""Homage (1995)"",""Drama""";
"401,""Mirage (1995)"",""Action|Thriller""";
"402,""Open Season (1996)"",""Comedy""";
"403,""Two Crimes (Dos crímenes) (1995)"",""Comedy|Crime|Drama""";
"404,""Brother Minister: The Assassination of Malcolm X (1994)"",""Documentary""";
"405,""Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)"",""Action|Fantasy""";
"406,""Federal Hill (1994)"",""Drama""";
"407,""In the Mouth of Madness (1995)"",""Horror|Thriller""";
"408,""8 Seconds (1994)"",""Drama""";
"409,""Above the Rim (1994)"",""Crime|Drama""";
"410,""Addams Family Values (1993)"",""Children|Comedy|Fantasy""";
"411,""Martin Lawrence: You So Crazy (1994)"",""Comedy|Documentary""";
"412,""Age of Innocence, The (1993)"",""Drama""";
"413,""Airheads (1994)"",""Comedy""";
"414,""Air Up There, The (1994)"",""Comedy""";
"415,""Another Stakeout (1993)"",""Comedy|Thriller""";
"416,""Bad Girls (1994)"",""Western""";
"417,""Barcelona (1994)"",""Comedy|Romance""";
"418,""Being Human (1993)"",""Drama""";
"419,""Beverly Hillbillies, The (1993)"",""Comedy""";
"420,""Beverly Hills Cop III (1994)"",""Action|Comedy|Crime|Thriller""";
"421,""Black Beauty (1994)"",""Adventure|Children|Drama""";
"422,""Blink (1994)"",""Thriller""";
"423,""Blown Away (1994)"",""Action|Thriller""";
"424,""Blue Chips (1994)"",""Drama""";
"425,""Blue Sky (1994)"",""Drama|Romance""";
"426,""Body Snatchers (1993)"",""Horror|Sci-Fi|Thriller""";
"427,""Boxing Helena (1993)"",""Drama|Mystery|Romance|Thriller""";
"428,""Bronx Tale, A (1993)"",""Drama""";
"429,""Cabin Boy (1994)"",""Comedy""";
"430,""Calendar Girl (1993)"",""Comedy|Drama""";
"431,""Carlito's Way (1993)"",""Crime|Drama""";
"432,""City Slickers II: The Legend of Curly's Gold (1994)"",""Adventure|Comedy|Western""";
"433,""Clean Slate (1994)"",""Comedy""";
"434,""Cliffhanger (1993)"",""Action|Adventure|Thriller""";
"435,""Coneheads (1993)"",""Comedy|Sci-Fi""";
"436,""Color of Night (1994)"",""Drama|Thriller""";
"437,""Cops and Robbersons (1994)"",""Comedy""";
"438,""Cowboy Way, The (1994)"",""Action|Comedy|Drama""";
"439,""Dangerous Game (1993)"",""Drama""";
"440,""Dave (1993)"",""Comedy|Romance""";
"441,""Dazed and Confused (1993)"",""Comedy""";
"442,""Demolition Man (1993)"",""Action|Adventure|Sci-Fi""";
"443,""Endless Summer 2, The (1994)"",""Adventure|Documentary""";
"444,""Even Cowgirls Get the Blues (1993)"",""Comedy|Romance""";
"445,""Fatal Instinct (1993)"",""Comedy""";
"446,""Farewell My Concubine (Ba wang bie ji) (1993)"",""Drama|Romance""";
"447,""Favor, The (1994)"",""Comedy|Romance""";
"448,""Fearless (1993)"",""Drama""";
"449,""Fear of a Black Hat (1994)"",""Comedy""";
"450,""With Honors (1994)"",""Comedy|Drama""";
"451,""Flesh and Bone (1993)"",""Drama|Mystery|Romance""";
"452,""Widows' Peak (1994)"",""Drama""";
"453,""For Love or Money (1993)"",""Comedy|Romance""";
"454,""Firm, The (1993)"",""Drama|Thriller""";
"455,""Free Willy (1993)"",""Adventure|Children|Drama""";
"456,""Fresh (1994)"",""Crime|Drama|Thriller""";
